pdb,description,method,datapath,github,protein,virus,hasRerefinement,Molprobity_score
7kfy,Crystal structures of four Fab variants bound to the Receptor binding domain (RBD). The structures explain the basis for changes in RBD affinity. A germline revertant antibody binds tightly to the SC2 RBD and neutralizes SC2. The study clarifies the molecular basis for a heavily germline-biased human antibody response to SC2.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kfy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kfy,surface_glycoprotein,SARS-CoV-2,0,1.3
7kgj,"Crystal structure of a SARS-CoV-2 spike protein receptor binding domain in complex with the Synthetic Nanobody Sb45. Hetero dimer, Spike and Nanobody with one chain each. Sb45 bind the RBD at the ACE2 interface, positioning their CDR2 and CDR3 loops diametrically.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kgj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kgj,surface_glycoprotein,SARS-CoV-2,0,1.64
7kgk,"Crystal structure of SARS-CoV-2 spike protein receptor binding domain in complex with the synthetic nanobody Sb16. Hetero dimer, spike with one chain and nanobody with one chain. Sb16 reveals a large CDR2 shift when binding the RBD.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kgk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kgk,surface_glycoprotein,SARS-CoV-2,0,2.39
7klg,"SARS-CoV-2 RBD in complex with Fab 15033. Fab 15033 recognize a patch of surface-exposed non-polar residues on the RBD using several non-polar residues in both their heavy and light chain CDRs. In the RBD-15033 complex, Fab 15033 residues bind with RBD residues via Van der Waals interactions as well as a weak hydrogen bond. It follows that direct steric hindrance explains the ability of 15033 to block the RBD-ACE2 interaction.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7klg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klg,surface_glycoprotein,SARS-CoV-2,0,1.54
7klh,"SARS-CoV-2 RBD in complex with Fab 15033-7, protein engineering and modular design principles that have led to the development of synthetic bivalent and tetravalent nAbs against SARS-CoV-2.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7klh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klh,surface_glycoprotein,SARS-CoV-2,0,1.32
7klw,"Crystal structure of SARS-CoV-2 spike RBD in complex with the synthetic nanobodies SB45 and SB68. Hetero trimer, spike with one chain and nanobodies with one chain each. SB 45 and SB 68 interacting at two different faces of the RBD.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7klw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7klw,surface_glycoprotein,SARS-CoV-2,0,2.26
7kmg,This X-ray structure shows the SARS-CoV-2 spike RBD bound to LY-CoV555 neutralizing antibody.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kmg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmg,surface_glycoprotein,SARS-CoV-2,0,1.33
7kmh,"Crystal structure of SARS-CoV-2 spike protein in complex with the neutralizing antibody LY-CoV488. Hetero trimer, antiboy with one heavy and one light chain, spike protein with one chain. Literature is about the LY-CoV555 antibody the LyCoV488 isnt mentioned in the literature.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kmh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmh,surface_glycoprotein,SARS-CoV-2,0,1.03
7kmi,"Crystal structure of the SARS-CoV-2 neutralizing antibody LY-CoV481 bound to the spike protein S1. Hetero dimer, antibody with one heavy and light chain, S1 with one chain.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kmi,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kmi,surface_glycoprotein,SARS-CoV-2,0,1.05
7kn5,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobodies VHH E and U. Two out of four neutralizing nanobodies that target the receptor-binding domain of the SARS-CoV-2 spike protein.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kn5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn5,surface_glycoprotein,SARS-CoV-2,0,1.34
7kn6,This X-Ray structure shows the SARS-CoV-2 receptor binding domain oft the spike complexed with nanobody VHH V and antibody Fab CC12.3. Nanobodies have size and cost advantages over conventional antibodies. This structure shows an in vitro generated multivalent neutralizing nanobody that targets the receptor-binding domain of the SARS-CoV-2 spike protein.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kn6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn6,surface_glycoprotein,SARS-CoV-2,0,1.5
7kn7,Crystal structure of SARS-CoV-2 receptor binding domain complexed with nanobody VHH W and antibody Fab CC12.3. Two out of four neutralizing nanobodies that target the receptor-binding domain of the SARS-CoV-2 spike protein.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kn7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kn7,surface_glycoprotein,SARS-CoV-2,0,1.45
7kzb,"Crystal structure of SARS-CoV-2 spike protein bound to the antibodies CR3014-C8 and CR3022-B6. Hetero pentamer, spike with one chain, Each antibody has one heavy and one light chain. Antibodies have identical heavy chain bud different light chain, they are binding two completely different epitopes.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7kzb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7kzb,surface_glycoprotein,SARS-CoV-2,0,2.98
7l0n,X-ray structure of circulating SARS-CoV-2 spike N439K variants. These may maintain fitness while evading antibody-mediated immunity.,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l0n,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l0n,surface_glycoprotein,SARS-CoV-2,0,1.58
7l2c,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l2c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l2c,surface_glycoprotein,SARS-CoV-2,0,1.64
7l5b,"Crystal structure of SARS-CoV-2 spike protein receptor binding domain in complex with the neutralizing antibody 2-15. Hetero trimer, spike protein with one chain, antibody with one light and one heavy chain. Antibody utilized VH1-2 encoded motifs to recognize the RBD.",X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7l5b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7l5b,surface_glycoprotein,SARS-CoV-2,0,2.08
7lop,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7lop,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7lop,surface_glycoprotein,SARS-CoV-2,0,1.35
7neg,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7neg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7neg,surface_glycoprotein,SARS-CoV-2,0,1.51
7neh,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7neh,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7neh,surface_glycoprotein,SARS-CoV-2,0,1.43
7n0i,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7n0i,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n0i,nucleocapsid_protein,SARS-CoV-2,0,4.35
7f2e,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7f2e,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7f2e,nucleocapsid_protein,SARS-CoV-2,0,5.9
7n0r,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7n0r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n0r,nucleocapsid_protein,SARS-CoV-2,0,3.54
7n3c,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7n3c,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n3c,nucleocapsid_protein,SARS-CoV-2,0,3.36
7n3d,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7n3d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7n3d,nucleocapsid_protein,SARS-CoV-2,0,2.13
7vnu,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7vnu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7vnu,nucleocapsid_protein,SARS-CoV-2,0,3.55
7cr5,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7cr5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7cr5,nucleocapsid_protein,SARS-CoV-2,0,1.16
7r98,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7r98,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7r98,nucleocapsid_protein,SARS-CoV-2,0,7.04
7f2b,,X-RAY DIFFRACTION,pdb/nucleocapsid_protein/SARS-CoV-2/7f2b,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nucleocapsid_protein/SARS-CoV-2/7f2b,nucleocapsid_protein,SARS-CoV-2,0,4.94
7lw4,,X-RAY DIFFRACTION,pdb/methyltransferase-nsp10/SARS-CoV-2/7lw4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/methyltransferase-nsp10/SARS-CoV-2/7lw4,methyltransferase-nsp10,SARS-CoV-2,0,2.53
7lw3,,X-RAY DIFFRACTION,pdb/methyltransferase-nsp10/SARS-CoV-2/7lw3,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/methyltransferase-nsp10/SARS-CoV-2/7lw3,methyltransferase-nsp10,SARS-CoV-2,0,6.24
7exm,,X-RAY DIFFRACTION,pdb/nsp2/SARS-CoV-2/7exm,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp2/SARS-CoV-2/7exm,nsp2,SARS-CoV-2,0,1.52
7ntk,,X-RAY DIFFRACTION,pdb/protein_e/SARS-CoV-2/7ntk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/protein_e/SARS-CoV-2/7ntk,protein_e,SARS-CoV-2,0,1.59
7dcd,,X-RAY DIFFRACTION,pdb/nsp7-nsp8/SARS-CoV-2/7dcd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp7-nsp8/SARS-CoV-2/7dcd,nsp7-nsp8,SARS-CoV-2,0,2.76
7nng,,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/7nng,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/7nng,helicase,SARS-CoV-2,0,1.92
7nn0,,X-RAY DIFFRACTION,pdb/helicase/SARS-CoV-2/7nn0,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/helicase/SARS-CoV-2/7nn0,helicase,SARS-CoV-2,0,2.05
7sdr,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7sdr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7sdr,nsp3,SARS-CoV-2,0,1.67
7m1y,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7m1y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7m1y,nsp3,SARS-CoV-2,0,1.68
7d7k,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7d7k,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7d7k,nsp3,SARS-CoV-2,0,1.58
7rbs,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7rbs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7rbs,nsp3,SARS-CoV-2,0,1.83
7oft,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7oft,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7oft,nsp3,SARS-CoV-2,0,2.57
7d7l,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7d7l,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7d7l,nsp3,SARS-CoV-2,0,1.42
7ofs,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7ofs,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7ofs,nsp3,SARS-CoV-2,0,2.96
7sqe,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7sqe,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7sqe,nsp3,SARS-CoV-2,0,1.45
7sgu,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7sgu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7sgu,nsp3,SARS-CoV-2,0,1.37
7rqg,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7rqg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7rqg,nsp3,SARS-CoV-2,0,3.79
7rbr,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7rbr,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7rbr,nsp3,SARS-CoV-2,0,3.68
7sgw,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7sgw,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7sgw,nsp3,SARS-CoV-2,0,2.17
7rzc,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7rzc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7rzc,nsp3,SARS-CoV-2,0,3.08
7sgv,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7sgv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7sgv,nsp3,SARS-CoV-2,0,1.61
7ofu,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV-2/7ofu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV-2/7ofu,nsp3,SARS-CoV-2,0,
7lfv,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV/7lfv,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV/7lfv,nsp3,SARS-CoV,0,6.44
7lfu,,X-RAY DIFFRACTION,pdb/nsp3/SARS-CoV/7lfu,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/nsp3/SARS-CoV/7lfu,nsp3,SARS-CoV,0,5.39
7mlx,,X-RAY DIFFRACTION,pdb/rna/SARS-CoV-2/7mlx,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7mlx,rna,SARS-CoV-2,0,2.23
7lyj,,X-RAY DIFFRACTION,pdb/rna/SARS-CoV-2/7lyj,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7lyj,rna,SARS-CoV-2,0,1.39
7mky,,X-RAY DIFFRACTION,pdb/rna/SARS-CoV-2/7mky,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/rna/SARS-CoV-2/7mky,rna,SARS-CoV-2,0,1.72
7dhg,,X-RAY DIFFRACTION,pdb/orf9b/SARS-CoV-2/7dhg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/orf9b/SARS-CoV-2/7dhg,orf9b,SARS-CoV-2,0,4.35
5sa7,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa7,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa7,endornase,SARS-CoV-2,0,
5sab,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sab,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sab,endornase,SARS-CoV-2,0,
5sa9,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa9,endornase,SARS-CoV-2,0,
5saa,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5saa,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5saa,endornase,SARS-CoV-2,0,
7n83,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7n83,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n83,endornase,SARS-CoV-2,0,2.31
7n7u,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7n7u,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n7u,endornase,SARS-CoV-2,0,7.05
5sah,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sah,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sah,endornase,SARS-CoV-2,0,
5sae,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sae,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sae,endornase,SARS-CoV-2,0,
7n7r,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7n7r,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n7r,endornase,SARS-CoV-2,0,3.98
5saf,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5saf,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5saf,endornase,SARS-CoV-2,0,
5sa4,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa4,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa4,endornase,SARS-CoV-2,0,
5sa8,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa8,endornase,SARS-CoV-2,0,
5sa6,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa6,endornase,SARS-CoV-2,0,
5sad,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sad,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sad,endornase,SARS-CoV-2,0,
7n7w,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7n7w,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n7w,endornase,SARS-CoV-2,0,4.8
5sag,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sag,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sag,endornase,SARS-CoV-2,0,
5sac,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sac,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sac,endornase,SARS-CoV-2,0,
7n7y,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/7n7y,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/7n7y,endornase,SARS-CoV-2,0,2.98
5sai,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sai,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sai,endornase,SARS-CoV-2,0,
5sa5,,X-RAY DIFFRACTION,pdb/endornase/SARS-CoV-2/5sa5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/endornase/SARS-CoV-2/5sa5,endornase,SARS-CoV-2,0,
7diy,,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV-2/7diy,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV-2/7diy,exonuclease-nsp10,SARS-CoV-2,0,9.61
7mc6,,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV-2/7mc6,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV-2/7mc6,exonuclease-nsp10,SARS-CoV-2,0,1.55
7mc5,,X-RAY DIFFRACTION,pdb/exonuclease-nsp10/SARS-CoV-2/7mc5,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/exonuclease-nsp10/SARS-CoV-2/7mc5,exonuclease-nsp10,SARS-CoV-2,0,3.87
7p3d,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7p3d,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7p3d,surface_glycoprotein,SARS-CoV-2,0,4.98
7n1f,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7n1f,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7n1f,surface_glycoprotein,SARS-CoV-2,0,7.68
7ekc,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7ekc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7ekc,surface_glycoprotein,SARS-CoV-2,0,4.8
7rtd,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7rtd,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7rtd,surface_glycoprotein,SARS-CoV-2,0,2.8
7m53,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7m53,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7m53,surface_glycoprotein,SARS-CoV-2,0,4.4
7mmo,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mmo,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mmo,surface_glycoprotein,SARS-CoV-2,0,1.31
7nx9,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nx9,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx9,surface_glycoprotein,SARS-CoV-2,0,1.31
7vnb,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7vnb,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7vnb,surface_glycoprotein,SARS-CoV-2,0,4.31
7nxc,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nxc,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nxc,surface_glycoprotein,SARS-CoV-2,0,1.83
7e3o,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7e3o,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7e3o,surface_glycoprotein,SARS-CoV-2,0,7.27
7mzg,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzg,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzg,surface_glycoprotein,SARS-CoV-2,0,2.59
7mzn,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzn,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzn,surface_glycoprotein,SARS-CoV-2,0,3.61
7eke,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7eke,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7eke,surface_glycoprotein,SARS-CoV-2,0,3.33
7mzk,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7mzk,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7mzk,surface_glycoprotein,SARS-CoV-2,0,9.4
7oay,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7oay,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7oay,surface_glycoprotein,SARS-CoV-2,0,
7djz,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7djz,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7djz,surface_glycoprotein,SARS-CoV-2,0,3.72
7nx8,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7nx8,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7nx8,surface_glycoprotein,SARS-CoV-2,0,1.47
7r6x,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7r6x,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7r6x,surface_glycoprotein,SARS-CoV-2,0,6.1
7cho,,X-RAY DIFFRACTION,pdb/surface_glycoprotein/SARS-CoV-2/7cho,https://github.com/thorn-lab/coronavirus_structural_task_force/tree/master/pdb/surface_glycoprotein/SARS-CoV-2/7cho,surface_glycoprotein,SARS-CoV-2,0,6.6
